guest_id,first_name,last_name,email,customer_type,origin_country,preferred_room_type,loyalty_member,registered_date,total_stays,average_rating
GUEST000119,Lucia,Garcia,guest000119@email.com,Family,Greece,Penthouse,False,2024-09-24,1,4.2
GUEST000120,Ahmed,Johnson,guest000120@email.com,Leisure,France,Suite,False,2022-09-11,9,3.9
GUEST000121,Sophie,Brown,guest000121@email.com,Couple,UK,Suite,False,2023-07-01,3,3.8
GUEST000122,John,Garcia,guest000122@email.com,Leisure,Greece,Standard,False,2023-08-13,4,4.1
GUEST000123,Francesca,Schmidt,guest000123@email.com,Business,France,Family,False,2024-08-15,4,3.9
GUEST000124,Ahmed,Mueller,guest000124@email.com,Solo Travel,USA,Family,True,2022-08-31,12,4.2
GUEST000125,Lucia,Schmidt,guest000125@email.com,Family,USA,Family,True,2024-04-05,1,4.3
GUEST000126,Yuki,Weber,guest000126@email.com,Business,Spain,Suite,False,2022-01-29,2,3.7
GUEST000127,Yuki,Weber,guest000127@email.com,Business,France,Family,True,2023-08-01,1,4.4
GUEST000128,Ahmed,Weber,guest000128@email.com,Leisure,Italy,Standard,True,2024-08-29,3,4.6
GUEST000129,Sophie,Rossi,guest000129@email.com,Family,USA,Family,True,2023-07-10,2,3.8
GUEST000130,Klaus,Mueller,guest000130@email.com,Leisure,Germany,Deluxe,True,2023-05-18,4,4.7
GUEST000131,John,Johnson,guest000131@email.com,Couple,UK,Family,False,2022-02-27,3,4.3
GUEST000132,Sophie,Weber,guest000132@email.com,Leisure,UK,Penthouse,True,2022-08-13,3,5.0
GUEST000133,John,Martin,guest000133@email.com,Couple,USA,Deluxe,False,2023-05-05,6,4.5
GUEST000134,John,Schmidt,guest000134@email.com,Leisure,UK,Deluxe,False,2024-07-28,2,4.4
GUEST000135,Lucia,Garcia,guest000135@email.com,Family,Italy,Suite,True,2024-04-05,2,4.3
GUEST000136,Ahmed,Schmidt,guest000136@email.com,Business,Netherlands,Deluxe,True,2024-01-05,5,4.9
GUEST000137,Ahmed,Schmidt,guest000137@email.com,Business,Germany,Penthouse,False,2022-03-02,2,4.0
GUEST000138,John,Mueller,guest000138@email.com,Couple,USA,Deluxe,False,2023-08-24,2,3.8
GUEST000139,Ahmed,Johnson,guest000139@email.com,Family,Spain,Suite,True,2024-05-16,4,4.0
GUEST000140,Marco,Schmidt,guest000140@email.com,Leisure,Italy,Family,False,2024-09-10,4,3.6
GUEST000141,Maria,Schmidt,guest000141@email.com,Business,Netherlands,Family,False,2023-12-23,3,4.7
GUEST000142,Francesca,Weber,guest000142@email.com,Leisure,UK,Standard,False,2022-04-14,1,4.5
GUEST000143,Yuki,Brown,guest000143@email.com,Family,Netherlands,Penthouse,False,2022-11-27,3,3.6
GUEST000144,Ahmed,Mueller,guest000144@email.com,Leisure,Italy,Standard,True,2024-01-20,1,4.1
GUEST000145,Francesca,Rossi,guest000145@email.com,Leisure,Belgium,Family,True,2023-10-27,1,4.2
GUEST000146,Yuki,Mueller,guest000146@email.com,Business,China,Family,False,2023-12-26,3,5.0
GUEST000147,Marco,Weber,guest000147@email.com,Leisure,Belgium,Family,False,2024-03-16,2,3.9
GUEST000148,Yuki,Garcia,guest000148@email.com,Leisure,UK,Penthouse,True,2023-11-13,6,4.6
GUEST000149,Lucia,Mueller,guest000149@email.com,Business,USA,Penthouse,False,2023-01-23,2,4.5
GUEST000150,Klaus,Brown,guest000150@email.com,Family,Netherlands,Family,True,2022-05-11,8,4.1
GUEST000151,Ahmed,Smith,guest000151@email.com,Solo Travel,Spain,Standard,True,2024-08-29,1,4.0
GUEST000152,Lucia,Zhang,guest000152@email.com,Leisure,France,Standard,False,2024-05-21,1,4.0
GUEST000153,Lucia,Smith,guest000153@email.com,Business,China,Family,True,2022-07-06,1,3.7
GUEST000154,Lucia,Schmidt,guest000154@email.com,Couple,China,Family,True,2024-08-01,6,3.2
GUEST000155,Lucia,Garcia,guest000155@email.com,Business,Germany,Deluxe,False,2023-10-17,2,4.7
GUEST000156,Lucia,Johnson,guest000156@email.com,Business,Germany,Suite,False,2024-08-17,3,3.8
GUEST000157,Emma,Mueller,guest000157@email.com,Solo Travel,Netherlands,Deluxe,False,2022-12-06,1,4.6
GUEST000158,Maria,Garcia,guest000158@email.com,Business,Spain,Standard,False,2022-12-22,11,3.6
GUEST000159,Yuki,Mueller,guest000159@email.com,Family,Belgium,Penthouse,True,2023-10-14,1,3.8
GUEST000160,Maria,Schmidt,guest000160@email.com,Couple,Italy,Standard,False,2023-04-03,1,3.8
GUEST000161,John,Brown,guest000161@email.com,Couple,Netherlands,Suite,True,2022-08-03,4,3.8
GUEST000162,Sophie,Johnson,guest000162@email.com,Leisure,Greece,Deluxe,True,2022-12-25,9,4.2
GUEST000163,Klaus,Johnson,guest000163@email.com,Couple,Germany,Deluxe,False,2024-01-08,2,4.5
GUEST000164,John,Smith,guest000164@email.com,Business,Spain,Family,False,2023-01-31,12,5.0
GUEST000165,Emma,Zhang,guest000165@email.com,Couple,Greece,Penthouse,True,2024-09-19,2,4.3
GUEST000166,Ahmed,Zhang,guest000166@email.com,Business,USA,Family,False,2023-05-20,1,5.0
GUEST000167,Francesca,Schmidt,guest000167@email.com,Leisure,Netherlands,Family,False,2023-07-14,1,4.2
GUEST000168,Francesca,Johnson,guest000168@email.com,Solo Travel,Greece,Deluxe,False,2024-04-28,1,3.8
GUEST000169,Emma,Weber,guest000169@email.com,Family,Belgium,Suite,False,2023-10-29,5,3.3
GUEST000170,Sophie,Mueller,guest000170@email.com,Couple,France,Penthouse,False,2023-04-08,5,4.3
GUEST000171,Maria,Smith,guest000171@email.com,Leisure,Spain,Deluxe,True,2022-10-29,4,3.9
GUEST000172,John,Schmidt,guest000172@email.com,Couple,UK,Suite,True,2022-09-25,13,4.7
GUEST000173,Maria,Johnson,guest000173@email.com,Business,Greece,Penthouse,False,2022-12-17,6,4.7
GUEST000174,Ahmed,Zhang,guest000174@email.com,Solo Travel,UK,Standard,False,2022-06-14,3,3.9
GUEST000175,Maria,Martin,guest000175@email.com,Solo Travel,Italy,Penthouse,False,2024-08-22,4,3.6
GUEST000176,Maria,Schmidt,guest000176@email.com,Business,Belgium,Suite,False,2023-09-01,4,4.1
GUEST000177,Lucia,Rossi,guest000177@email.com,Couple,USA,Suite,True,2023-12-23,6,4.3
GUEST000178,John,Zhang,guest000178@email.com,Family,Belgium,Suite,False,2024-08-23,4,4.9
GUEST000179,Ahmed,Weber,guest000179@email.com,Leisure,Spain,Deluxe,False,2024-06-30,7,3.4
GUEST000180,Francesca,Mueller,guest000180@email.com,Business,Netherlands,Standard,True,2022-02-24,1,4.3
GUEST000181,Maria,Schmidt,guest000181@email.com,Leisure,Germany,Deluxe,False,2022-07-30,2,5.0
GUEST000182,Sophie,Zhang,guest000182@email.com,Couple,UK,Standard,True,2023-12-15,4,4.5
GUEST000183,Marco,Martin,guest000183@email.com,Leisure,Spain,Family,False,2022-09-29,1,4.6
GUEST000184,Klaus,Brown,guest000184@email.com,Business,USA,Suite,False,2022-09-01,2,4.0
GUEST000185,Maria,Smith,guest000185@email.com,Couple,France,Family,True,2023-02-07,5,4.6
GUEST000186,Lucia,Martin,guest000186@email.com,Business,Germany,Family,False,2024-05-10,1,4.4
GUEST000187,Emma,Mueller,guest000187@email.com,Leisure,France,Standard,True,2022-02-25,5,4.1
GUEST000188,Yuki,Smith,guest000188@email.com,Couple,UK,Suite,False,2023-03-14,4,4.4
GUEST000189,Maria,Brown,guest000189@email.com,Couple,Italy,Standard,False,2024-04-23,6,4.5
GUEST000190,Lucia,Rossi,guest000190@email.com,Business,China,Penthouse,False,2022-07-24,1,4.0
GUEST000191,Maria,Smith,guest000191@email.com,Business,Greece,Family,False,2022-07-31,3,3.7
GUEST000192,Ahmed,Brown,guest000192@email.com,Family,France,Suite,False,2024-09-27,6,3.7
GUEST000193,Maria,Rossi,guest000193@email.com,Family,China,Standard,False,2024-05-14,3,4.8
GUEST000194,Maria,Brown,guest000194@email.com,Leisure,UK,Suite,False,2024-03-14,6,4.3
GUEST000195,Francesca,Rossi,guest000195@email.com,Leisure,USA,Family,True,2023-05-16,3,4.3
GUEST000196,Klaus,Johnson,guest000196@email.com,Business,UK,Standard,True,2023-10-20,10,5.0
GUEST000197,Marco,Zhang,guest000197@email.com,Business,Italy,Family,False,2022-07-09,2,4.0
GUEST000198,Yuki,Zhang,guest000198@email.com,Business,China,Penthouse,False,2023-01-14,3,3.8
GUEST000199,Ahmed,Rossi,guest000199@email.com,Family,France,Family,True,2022-02-15,2,5.0
GUEST000200,Klaus,Rossi,guest000200@email.com,Solo Travel,Germany,Suite,False,2023-04-22,3,4.1
GUEST000201,Klaus,Garcia,guest000201@email.com,Family,China,Standard,True,2024-05-07,1,4.6
GUEST000202,Klaus,Weber,guest000202@email.com,Business,Netherlands,Standard,False,2022-03-05,2,4.3
GUEST000203,Ahmed,Johnson,guest000203@email.com,Family,UK,Penthouse,False,2022-03-29,3,4.8
GUEST000204,Yuki,Martin,guest000204@email.com,Business,Spain,Suite,False,2023-02-28,2,4.3
GUEST000205,Lucia,Garcia,guest000205@email.com,Leisure,USA,Standard,True,2023-07-21,2,3.9
GUEST000206,John,Zhang,guest000206@email.com,Couple,USA,Suite,False,2024-04-18,3,4.6
GUEST000207,Marco,Zhang,guest000207@email.com,Business,UK,Suite,True,2024-09-15,1,3.5
GUEST000208,Marco,Rossi,guest000208@email.com,Leisure,Spain,Penthouse,False,2023-08-10,3,3.3
GUEST000209,Sophie,Rossi,guest000209@email.com,Leisure,Netherlands,Family,False,2022-11-03,1,4.0
GUEST000210,Maria,Zhang,guest000210@email.com,Leisure,Italy,Standard,False,2024-07-13,4,4.3
GUEST000211,John,Martin,guest000211@email.com,Business,Greece,Family,False,2023-08-08,1,5.0
GUEST000212,Marco,Weber,guest000212@email.com,Business,Netherlands,Suite,False,2023-11-25,9,4.0
GUEST000213,Lucia,Mueller,guest000213@email.com,Family,Belgium,Deluxe,False,2022-05-04,3,4.3
GUEST000214,Emma,Mueller,guest000214@email.com,Couple,France,Suite,False,2024-08-29,3,4.6
GUEST000215,Ahmed,Garcia,guest000215@email.com,Couple,Spain,Deluxe,True,2024-04-07,2,4.1
GUEST000216,Sophie,Mueller,guest000216@email.com,Leisure,Netherlands,Penthouse,True,2022-02-13,3,3.3
GUEST000217,Francesca,Johnson,guest000217@email.com,Leisure,Italy,Standard,True,2023-12-01,2,4.1
GUEST000218,Francesca,Garcia,guest000218@email.com,Business,Belgium,Penthouse,False,2024-04-22,3,4.7
GUEST000219,Ahmed,Weber,guest000219@email.com,Business,UK,Suite,False,2022-09-22,8,3.3
GUEST000220,Yuki,Johnson,guest000220@email.com,Leisure,Netherlands,Suite,False,2022-03-31,4,3.9
GUEST000221,Francesca,Martin,guest000221@email.com,Family,Italy,Deluxe,True,2023-02-11,2,3.7
GUEST000222,Marco,Schmidt,guest000222@email.com,Business,Germany,Family,True,2024-05-27,2,4.0
GUEST000223,Klaus,Martin,guest000223@email.com,Couple,Greece,Standard,False,2023-04-15,3,3.6
GUEST000224,John,Weber,guest000224@email.com,Solo Travel,Greece,Family,True,2023-08-25,11,3.9
GUEST000225,Marco,Zhang,guest000225@email.com,Business,Spain,Suite,False,2022-04-26,1,4.1
GUEST000226,Francesca,Mueller,guest000226@email.com,Solo Travel,Netherlands,Suite,True,2022-06-01,5,4.1
GUEST000227,Lucia,Weber,guest000227@email.com,Leisure,Netherlands,Penthouse,False,2023-08-20,2,4.0
GUEST000228,Maria,Johnson,guest000228@email.com,Leisure,Germany,Family,False,2023-07-31,1,3.1
GUEST000229,Maria,Brown,guest000229@email.com,Family,France,Standard,False,2024-06-07,2,3.6
GUEST000230,Marco,Schmidt,guest000230@email.com,Leisure,Germany,Penthouse,False,2024-06-17,6,4.3
GUEST000231,Francesca,Brown,guest000231@email.com,Leisure,Netherlands,Deluxe,True,2023-01-28,1,4.1
GUEST000232,Emma,Weber,guest000232@email.com,Leisure,Italy,Family,False,2023-09-16,3,4.0
GUEST000233,Emma,Smith,guest000233@email.com,Business,UK,Penthouse,False,2022-06-26,3,4.3
GUEST000234,Klaus,Zhang,guest000234@email.com,Leisure,Netherlands,Suite,True,2022-05-28,2,4.6
GUEST000235,Lucia,Weber,guest000235@email.com,Business,Greece,Penthouse,False,2023-11-29,1,4.3
GUEST000236,Francesca,Smith,guest000236@email.com,Couple,USA,Suite,False,2023-02-10,1,5.0
GUEST000237,Yuki,Garcia,guest000237@email.com,Family,Belgium,Deluxe,False,2022-02-20,1,4.4
GUEST000238,Emma,Brown,guest000238@email.com,Leisure,China,Deluxe,False,2024-07-07,3,4.2
GUEST000239,Yuki,Smith,guest000239@email.com,Leisure,Italy,Suite,False,2022-12-12,3,4.7
GUEST000240,Klaus,Brown,guest000240@email.com,Solo Travel,Germany,Family,False,2022-10-15,5,4.3
GUEST000241,Emma,Johnson,guest000241@email.com,Leisure,UK,Standard,True,2024-09-22,1,3.5
GUEST000242,Sophie,Mueller,guest000242@email.com,Business,China,Suite,False,2022-11-04,3,4.7
GUEST000243,Emma,Schmidt,guest000243@email.com,Family,Italy,Deluxe,False,2022-10-03,4,4.7
GUEST000244,Francesca,Weber,guest000244@email.com,Business,USA,Family,False,2023-10-24,1,4.8
GUEST000245,Maria,Garcia,guest000245@email.com,Business,Belgium,Suite,False,2023-03-29,4,3.9
GUEST000246,Sophie,Zhang,guest000246@email.com,Business,Greece,Family,False,2024-01-29,5,4.6
GUEST000247,Emma,Martin,guest000247@email.com,Business,Spain,Penthouse,False,2024-06-07,5,4.4
GUEST000248,Yuki,Smith,guest000248@email.com,Business,Italy,Standard,False,2023-06-12,1,4.5
GUEST000249,Ahmed,Johnson,guest000249@email.com,Family,China,Suite,False,2022-11-15,1,3.3
GUEST000250,Marco,Zhang,guest000250@email.com,Business,Italy,Deluxe,False,2022-05-19,4,4.3
GUEST000251,Marco,Weber,guest000251@email.com,Business,Germany,Deluxe,False,2022-01-30,2,3.8
GUEST000252,Ahmed,Garcia,guest000252@email.com,Couple,Spain,Suite,True,2024-06-15,3,3.7
GUEST000253,Sophie,Smith,guest000253@email.com,Couple,Greece,Standard,True,2022-09-13,1,4.0
GUEST000254,John,Rossi,guest000254@email.com,Couple,Greece,Deluxe,False,2022-02-21,3,3.5
GUEST000255,Yuki,Garcia,guest000255@email.com,Business,Germany,Deluxe,False,2022-10-08,6,4.3
GUEST000256,Yuki,Rossi,guest000256@email.com,Leisure,Italy,Deluxe,False,2023-06-02,1,4.9
GUEST000257,Francesca,Johnson,guest000257@email.com,Couple,Spain,Deluxe,False,2023-11-29,1,3.8
GUEST000258,John,Garcia,guest000258@email.com,Business,Netherlands,Deluxe,True,2023-01-17,4,4.1
GUEST000259,Emma,Weber,guest000259@email.com,Business,Germany,Standard,False,2023-04-02,9,4.1
GUEST000260,Ahmed,Rossi,guest000260@email.com,Leisure,Germany,Family,False,2023-08-24,8,4.3
GUEST000261,Marco,Schmidt,guest000261@email.com,Solo Travel,UK,Standard,False,2022-12-19,9,3.8
GUEST000262,Ahmed,Brown,guest000262@email.com,Business,Greece,Family,False,2024-02-06,4,4.4
GUEST000263,Maria,Brown,guest000263@email.com,Business,Italy,Penthouse,False,2022-01-29,4,4.2
GUEST000264,Francesca,Smith,guest000264@email.com,Leisure,USA,Family,False,2022-06-16,4,4.3
